Timestamp,You are a:,How often do you use transit?,Why do you use transit?,What do you use transit to get to? ,Which route do you use most?,Which route do you use second-most?,Which route do you use third-most?,Where do you live?,Vancouver residents — which neighbourhood?,Where do you usually take the bus to?,How crowded is your most-used route?,How crowded is your second-most-used route?,How crowded is your third-most-used route?,How often is your bus late?,How often does a full bus skip your stop?,When do you usually catch the bus?,How satisfied are you with Vancouver transit?,How do you think your route could be improved?
1/26/2017 14:38:40,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,43,99,Expo Line,City of Vancouver,Renfrew-Collingwood,UBC,8,8,7,6,1,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 2 p.m.-4 p.m.",4,"More busses, A new Skytrain/LRT line"
1/26/2017 14:40:02,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",44,84,2,North or West Vancouver,,UBC,8,8,8,8,4,"6 a.m.-8 a.m., 4 p.m.-6 p.m.",1,"More busses, Better drivers, A new Skytrain/LRT line"
1/26/2017 14:40:56,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",8,Canada Line,49,Elsewhere in the Lower Mainland,Sunset,DT,2,10,5,8,8,"10 a.m.-12 p.m., 6 p.m.-8 p.m.",2,"More busses, Better drivers"
1/26/2017 14:41:14,UBC student,Once per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,4,99,44,City of Vancouver,UBC,City of Vancouver (outside UBC),8,2,3,4,3,6 p.m.-8 p.m.,4,"More busses, A new Skytrain/LRT line"
1/26/2017 14:41:19,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work",14,4,99,City of Vancouver,UBC,City of Vancouver (outside UBC),8,8,7,10,9,6 p.m.-8 p.m.,1,More busses
1/26/2017 14:41:20,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,43,84,99,City of Vancouver,Renfrew-Collingwood,UBC,4,8,8,5,7,"8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",4,"More busses, A new Skytrain/LRT line"
1/26/2017 14:41:36,UBC faculty/staff member,A few times per week,lower my environmental footprint,"Work, Recreation/other",14,Canada Line,99,City of Vancouver,Downtown Eastside,UBC,6,8,9,3,2,"6 a.m.-8 a.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",4,"More busses, A new Skytrain/LRT line"
1/26/2017 14:41:47,UBC faculty/staff member,A few times per month,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, I live outside of the lower mainland and work at ubc.  I come to Vancouver once a month fir meetings and depend on transit t get me from the ferry to campus and back again.",Work,49,Canada Line,25,Elsewhere in BC,,Tsawwassen ferry,7,6,7,3,1,8 a.m.-10 a.m.,3,A new Skytrain/LRT line
1/26/2017 14:41:58,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",8,49,41,City of Vancouver,Sunset,UBC,3,7,8,4,5,"6 a.m.-8 a.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",2,"More busses, A new Skytrain/LRT line, I live closer to the 49 than the 41 but I routinely take the 41 BECAUSE OF ALL THE FUCKING LANGARA KIDS CLOGGING UP THE SHIT BUS. It also doesn't help that since Fraser St is only 10 blocks away from Langara (more or less) that the 49 is always always ALWAYS full with Langara kids, old ladies going to Richmond, UBC kids, Magee kids (because Magee is such a top tier high school that people will lie about their address on the high school form and ship their kids to Magee from god knows where). In a perfect world, there would be 2x more buses during peak hours but we don't live in a perfect world (ex. Trump) so I'm just gonna ride it out (haha) for 3 more months and then I graduate. Then I will leave this hell hole and settle in an even bigger hell hole: TORONTO."
1/26/2017 14:44:58,UBC student,A few times per week,Don't have a license yet,"School, Recreation/other",Expo Line,99,44,Surrey/Delta/Langley,UBC,Surrey/Delta/Langley,8,9,4,6,3,"8 a.m.-10 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",2,"More busses, A new Skytrain/LRT line"
1/26/2017 14:45:19,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",Canada Line,49,43,Richmond,,UBC,8,9,9,7,7,4 p.m.-6 p.m.,4,More busses
1/26/2017 14:47:38,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,99,84,C20,City of Vancouver,UBC,City of Vancouver (outside UBC),10,6,8,7,4,"4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",5,A new Skytrain/LRT line
1/26/2017 14:48:41,UBC faculty/staff member,Never,Convenience,Recreation/other,4,Millennium Line,,Ubc,UBC,Airport,1,1,,1,1,8 a.m.-10 a.m.,5,It's perfect as is
1/26/2017 14:48:56,UBC student,Twice per day,Convenience,School,99,9,,City of Vancouver,Point Grey,UBC,7,1,,6,7,8 a.m.-10 a.m.,3,More busses
1/26/2017 14:49:41,UBC faculty/staff member,A few times per month,Convenience,"Work, Recreation/other",49,22,,City of Vancouver,Dunbar,UBC,8,1,,1,1,10 a.m.-12 p.m.,5,It's perfect as is
1/26/2017 14:53:13,UBC student,A few times per week,I have a UPass so why not,"School, Work, Recreation/other",25,99,C18,City of Vancouver,UBC,City of Vancouver (outside UBC),8,9,5,7,9,8 a.m.-10 a.m.,3,More busses
1/26/2017 14:53:38,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",25,33,7,City of Vancouver,Dunbar,UBC,9,9,2,1,5,10 a.m.-12 p.m.,3,"More busses, Better drivers"
1/26/2017 14:55:43,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",41,99,Canada Line,City of Vancouver,Kerrisdale,UBC,5,9,6,3,9,"8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",3,"More busses, A new Skytrain/LRT line"
1/26/2017 14:58:08,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",41,43,Expo Line,City of Vancouver,Kerrisdale,UBC,5,8,8,3,5,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",2,"More busses, Better drivers, A new Skytrain/LRT line"
1/26/2017 14:58:27,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,41,C18,C20,City of Vancouver,UBC,UBC,9,6,6,5,5,"10 a.m.-12 p.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",3,More busses
1/26/2017 14:59:42,UBC student,A few times per month,I pay for my pass so i might as well use it. ,Recreation/other,14,99,25,City of Vancouver,UBC,City of Vancouver (outside UBC),7,7,8,5,5,"4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",4,"More busses, A new Skytrain/LRT line"
1/26/2017 15:00:08,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work",99,Evergreen Line,14,City of Vancouver,Kitsilano,Burnaby,5,3,6,6,2,8 a.m.-10 a.m.,4,More busses
1/26/2017 15:01:13,UBC student,Once per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,99,Expo Line,Canada Line,City of Vancouver,UBC,City of Vancouver (outside UBC),2,2,1,5,1,"10 a.m.-12 p.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",5,"More busses, A new Skytrain/LRT line"
1/26/2017 15:02:09,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",4,99,7,City of Vancouver,Kitsilano,UBC,7,8,1,7,6,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 4 p.m.-6 p.m.",4,"More busses, A new Skytrain/LRT line"
1/26/2017 15:02:29,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, no free parking on campus","School, Work, Recreation/other",99,7,84,City of Vancouver,Kitsilano,UBC,6,2,5,3,2,6 a.m.-8 a.m.,3,A new Skytrain/LRT line
1/26/2017 15:04:20,UBC student,A few times per month,"Convenience, When drinking",Recreation/other,Seabus,16,99,North or West Vancouver,,City of Vancouver (outside UBC),7,3,10,5,3,"6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",2,A new Skytrain/LRT line
1/26/2017 15:06:01,Lower mainland resident (non-student),Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",Expo Line,99,Millennium Line,City of Vancouver,Renfrew-Collingwood,City of Vancouver (outside UBC),8,9,5,10,2,6 p.m.-8 p.m.,3,"More busses, A new Skytrain/LRT line"
1/26/2017 15:06:47,UBC student,Twice per day,Suspended license ,School,84,,,Surrey/Delta/Langley,,UBC,3,,,4,3,8 a.m.-10 a.m.,2,A new Skytrain/LRT line
1/26/2017 15:09:40,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",Recreation/other,99,C20,84,City of Vancouver,UBC,Burnaby,9,10,9,5,10,"2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",1,"More busses, Better drivers, A new Skytrain/LRT line, More stops further into campus"
1/26/2017 15:10:13,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",41,43,16,City of Vancouver,Kerrisdale,UBC,4,4,8,5,2,"8 a.m.-10 a.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",4,It's perfect as is
1/26/2017 15:10:37,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",49,99,Millennium Line,City of Vancouver,Kerrisdale,UBC,8,8,6,10,7,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 12 p.m.-2 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",2,"A new Skytrain/LRT line, High Speed Commuter Rail"
1/26/2017 15:13:27,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,Millennium Line,84,99,Surrey/Delta/Langley,,UBC,2,3,2,2,2,"12 p.m.-2 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",3,"More busses, A new Skytrain/LRT line"
1/26/2017 15:15:20,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",99,9,17,City of Vancouver,Shaughnessy,UBC,7,3,5,6,9,"8 a.m.-10 a.m., 12 p.m.-2 p.m., 4 p.m.-6 p.m.",2,More busses
1/26/2017 15:15:24,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, I can't drive ","School, Work, Recreation/other",99,8,Millennium Line,City of Vancouver,Mount Pleasant,UBC,8,5,6,7,8,"8 a.m.-10 a.m., 12 p.m.-2 p.m.",3,"More busses, UBC LINE PLEASEEE"
1/26/2017 15:16:20,UBC student,Once per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",Recreation/other,14,99,4,City of Vancouver,UBC,City of Vancouver (outside UBC),7,8,7,7,8,6 p.m.-8 p.m.,3,A new Skytrain/LRT line
1/26/2017 15:16:59,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",33,99,2,City of Vancouver,Kitsilano,UBC,1,7,3,10,1,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 12 p.m.-2 p.m., 4 p.m.-6 p.m.",2,More busses
1/26/2017 15:18:48,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",25,99,2,City of Vancouver,Arbutus,City of Vancouver (outside UBC),8,9,1,7,3,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., After 10 p.m.",2,"More busses, A new Skytrain/LRT line"
1/26/2017 15:19:08,UBC student,Twice per day,Convenience,"School, Recreation/other",14,99,9,City of Vancouver,Point Grey,UBC,7,7,7,9,3,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 8 p.m.-10 p.m.",4,"More busses, A new Skytrain/LRT line"
1/26/2017 15:20:06,UBC student,A few times per week,Destination has lack of/expensive parking,"School, Work, Recreation/other",Millennium Line,Expo Line,84,Burnaby,,City of Vancouver (outside UBC),7,8,9,5,2,"10 a.m.-12 p.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",3,More busses
1/26/2017 15:20:58,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",14,9,41,City of Vancouver,Kitsilano,UBC,5,5,5,3,3,"6 a.m.-8 a.m., 6 p.m.-8 p.m.",5,"It's perfect as is, Mostly perfect except it would be nice to have buses going later to Kerrisdale"
1/26/2017 15:23:46,UBC student,A few times per month,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",Recreation/other,C20,C18,14,City of Vancouver,UBC,City of Vancouver (outside UBC),10,10,7,4,9,6 p.m.-8 p.m.,2,A new Skytrain/LRT line
1/26/2017 15:25:55,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",27,99,Millennium Line,City of Vancouver,Hastings-Sunrise,UBC,2,8,8,5,3,"8 a.m.-10 a.m., 12 p.m.-2 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",3,"More busses, A new Skytrain/LRT line"
1/26/2017 15:26:56,UBC student,A few times per week,Convenience,Recreation/other,99,14,33,City of Vancouver,UBC,City of Vancouver (outside UBC),7,6,4,2,1,"4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",4,"More busses, A new Skytrain/LRT line"
1/26/2017 15:27:17,UBC student,Multiple times per day,Convenience,"School, Work, Recreation/other",99,14,2,City of Vancouver,Kitsilano,UBC,8,7,8,6,1,"8 a.m.-10 a.m., 6 p.m.-8 p.m.",3,"More busses, A new Skytrain/LRT line"
1/26/2017 15:27:45,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",4,41,C20,UBC,UBC,City of Vancouver (outside UBC),6,4,3,8,1,"12 p.m.-2 p.m., 2 p.m.-4 p.m.",3,"More busses, Better drivers, A new Skytrain/LRT line"
1/26/2017 15:30:00,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",Recreation/other,99,4,C20,City of Vancouver,UBC,North or West Vancouver,9,6,3,3,7,4 p.m.-6 p.m.,4,More busses
1/26/2017 15:30:27,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",33,17,Canada Line,City of Vancouver,South Cambie,UBC,8,6,8,10,5,"8 a.m.-10 a.m., 2 p.m.-4 p.m., 6 p.m.-8 p.m.",1,More busses
1/26/2017 15:32:34,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",41,2,Canada Line,City of Vancouver,Kerrisdale,UBC,10,2,6,5,6,"10 a.m.-12 p.m., 12 p.m.-2 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",3,"More busses, A new Skytrain/LRT line"
1/26/2017 15:32:58,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, I don't know how to drive","School, Recreation/other",Canada Line,Millennium Line,99,City of Vancouver,Renfrew-Collingwood,City of Vancouver (outside UBC),8,8,8,6,4,"6 a.m.-8 a.m., 8 a.m.-10 a.m.",4,More busses
1/26/2017 15:36:09,UBC student,A few times per month,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,14,4,44,City of Vancouver,UBC,City of Vancouver (outside UBC),1,1,4,8,2,"2 p.m.-4 p.m., 4 p.m.-6 p.m., 8 p.m.-10 p.m.",4,More busses
1/26/2017 15:36:24,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,Canada Line,99,14,City of Vancouver,UBC,City of Vancouver (outside UBC),4,7,6,2,3,"2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",3,"More busses, A new Skytrain/LRT line"
1/26/2017 15:38:08,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",84,Expo Line,99,City of Vancouver,Mount Pleasant,UBC,9,6,5,6,6,8 a.m.-10 a.m.,3,A network that facilitates flow in a less wasteful way. I.e gps and live systems. Also wtf are the ceos doing. 
1/26/2017 15:38:08,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",99,Canada Line,16,City of Vancouver,Arbutus,City of Vancouver (outside UBC),8,6,7,6,6,"8 a.m.-10 a.m., 10 a.m.-12 p.m.",3,"More busses, A new Skytrain/LRT line"
1/26/2017 15:38:37,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",33,Canada Line,Expo Line,City of Vancouver,South Cambie,UBC,5,5,2,5,3,6 a.m.-8 a.m.,3,"More busses, A new Skytrain/LRT line"
1/26/2017 15:39:38,UBC student,Multiple times per day,Can't drive ,"School, Work, Recreation/other",Canada Line,49,99,Richmond,,UBC,9,8,7,7,5,"6 a.m.-8 a.m., 8 a.m.-10 a.m.",2,"More busses, A new Skytrain/LRT line"
1/26/2017 15:39:45,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,99,4,14,City of Vancouver,UBC,City of Vancouver (outside UBC),8,5,6,1,6,"8 a.m.-10 a.m., 4 p.m.-6 p.m., After 10 p.m.",4,A new Skytrain/LRT line
1/26/2017 15:40:37,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",Millennium Line,84,Expo Line,Burnaby,,UBC,5,8,5,2,4,8 a.m.-10 a.m.,1,"More busses, A new Skytrain/LRT line"
1/26/2017 15:41:01,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",99,Canada Line,14,City of Vancouver,Kitsilano,UBC,7,8,3,1,5,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",4,A new Skytrain/LRT line
1/26/2017 15:42:10,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",Expo Line,44,99,Surrey/Delta/Langley,,UBC,10,8,10,10,10,"6 a.m.-8 a.m., 8 a.m.-10 a.m.",1,"More busses, Better drivers, A new Skytrain/LRT line"
1/26/2017 15:42:35,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",25,99,3,City of Vancouver,Riley Park,UBC,10,8,3,7,10,"6 a.m.-8 a.m., 4 p.m.-6 p.m.",3,"More busses, A new Skytrain/LRT line"
1/26/2017 15:42:51,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",99,14,22,City of Vancouver,Kitsilano,UBC,8,5,1,5,2,"10 a.m.-12 p.m., 4 p.m.-6 p.m.",4,"More busses, A new Skytrain/LRT line"
1/26/2017 15:46:33,UBC student,Multiple times per day,Convenience,"School, Work, Recreation/other",2,44,4,City of Vancouver,Kitsilano,UBC,9,7,6,4,5,6 a.m.-8 a.m.,3,"More busses, A new Skytrain/LRT line"
1/26/2017 15:46:51,UBC student,A few times per week,I don't have a car - nowhere to store one and I don't use it often enough,"Work, Recreation/other",33,99,C18,City of Vancouver,UBC,City of Vancouver (outside UBC),4,5,5,2,3,"8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",4,Better knowledge of bus etiquette/how to be a friendly and considerate co-passenger
1/26/2017 15:47:56,UBC student,Multiple times per day,"Convenience, Cost effective","School, Work",41,43,2,City of Vancouver,Kerrisdale,UBC,3,3,1,2,1,"6 a.m.-8 a.m., 12 p.m.-2 p.m.",4,"More busses, A new Skytrain/LRT line"
1/26/2017 15:48:39,UBC student,A few times per month,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,49,Canada Line,41,City of Vancouver,Victoria-Fraserview,UBC,10,8,9,8,9,"8 a.m.-10 a.m., 4 p.m.-6 p.m.",2,A new Skytrain/LRT line
1/26/2017 15:48:53,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",33,2,99,City of Vancouver,Arbutus,UBC,10,1,9,10,8,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",1,"More busses, Better drivers"
1/26/2017 15:48:59,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",2,99,33,City of Vancouver,Kitsilano,UBC,1,8,9,4,2,"8 a.m.-10 a.m., 10 a.m.-12 p.m.",5,More busses
1/26/2017 15:49:18,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",99,84,14,City of Vancouver,UBC,Coquitlam,9,7,9,5,1,6 p.m.-8 p.m.,2,Getting a car
1/26/2017 15:53:22,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",43,25,41,City of Vancouver,Kerrisdale,City of Vancouver (outside UBC),8,8,5,8,4,"8 a.m.-10 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",3,More busses
1/26/2017 15:53:28,UBC student,A few times per month,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",Millennium Line,84,4,City of Vancouver,UBC,Coquitlam,6,4,8,2,2,"4 p.m.-6 p.m., 6 p.m.-8 p.m.",4,A new Skytrain/LRT line
1/26/2017 15:54:29,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work",41,99,Canada Line,City of Vancouver,UBC,UBC,8,7,7,9,8,10 a.m.-12 p.m.,3,A new Skytrain/LRT line
1/26/2017 15:55:04,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",Expo Line,99,14,Burnaby,,UBC,5,5,6,3,1,"8 a.m.-10 a.m., 12 p.m.-2 p.m., 4 p.m.-6 p.m., 8 p.m.-10 p.m.",4,More busses
1/26/2017 15:56:09,UBC student,Once per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,14,4,Seabus,North or West Vancouver,UBC,North or West Vancouver,6,6,3,1,1,"4 p.m.-6 p.m., 6 p.m.-8 p.m.",4,"More busses, A new Skytrain/LRT line"
1/26/2017 15:59:03,UBC student,Twice per day,Convenience,"School, Recreation/other",43,41,49,City of Vancouver,Victoria-Fraserview,UBC,7,7,5,5,3,8 a.m.-10 a.m.,4,"More busses, buses on time"
1/26/2017 16:01:00,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","Work, Recreation/other",84,4,14,City of Vancouver,UBC,City of Vancouver (outside UBC),6,7,7,3,1,"4 p.m.-6 p.m., After 10 p.m.",4,A new Skytrain/LRT line
